element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Tm,-1.0468054,-1.2710425,-2.3082507,1.1944624,-0.04335147,-4.143642,2.4136581,-0.06651035,-1.1451145,3.1004577,1.5498033,-3.0432239,-1.8310148,3.4321952,1.1963339,0.6873196,0.25977463,-1.8421699,-3.2677944,-2.061556,2.2945356,0.15426463,-0.05680468,-1.8269956,3.1392694,-2.8571823,4.261797,2.5598404,-0.50839305,-2.0965264,3.4909158,0.34387928,3.7566214,-0.61798364,-1.078854,0.033864427,-0.12106094,-2.7009802,-0.91361845,0.22619835,-2.4825773,0.17907412,4.2398043,-0.59469855,0.026982436,3.5255082,-0.4619072,-3.4289417,3.283077,-0.32427922,0.7358158,3.7778196,-1.3455193,1.7576673,-2.1888382,-1.4321123,1.5137503,0.005740674,0.5551242,-1.0643954,-2.9807618,-1.7558365,-1.3034158,1.0500617,1.2597859,-2.1182966,-2.9360158,3.7177186,-0.87485087,3.201038,-2.2542303,-3.5794444,-4.853406,0.093801185,-0.341711,-0.050243337,-0.037223462,1.4924915,-2.1920452,2.003224,-1.1707016,-0.58002484,0.36126852,0.41725925,-1.9082652,-1.6477078,-1.0870913,0.29579917,3.6903472,1.0707021,0.63952124,0.33863685,-0.96519095,-0.6463812,2.5248003,-2.2903397,-2.5742297,-0.055949837,-0.094841845,-1.0908127,-4.5450826,-2.8601701,-3.1645026,-0.5607792,0.64455724,-1.8216046,1.0286101,-3.9378624,-1.2133363,-1.6623695,-0.41930118,4.1035647,-0.68751305,-3.5358331,-3.4919813,1.5730027,2.497642,0.8478938,0.22748266,3.7027128,-2.6010075,-6.2008767,0.52185774,-0.520426,0.06883073,1.4108634,1.1830225,5.640519,-1.1041056,-0.8068434,0.7602778,1.0308043,-2.3688607,-2.2216384,-3.1173499,2.4964204,2.9570856,-1.4077027,-0.542876,-0.05001255,2.7699666,-0.26357505,-3.6408498,-1.5519923,0.83088785,1.8278718,-0.43077305,-0.2850608,-1.7065289,-0.3037396,1.2649372,0.053416185,-0.050795425,-3.3317013,-1.0546393,-4.086515,0.032383814,-0.8378987,-1.8514401,3.742897,4.406032,0.9194417,2.4125805,-0.47773176,-1.9605523,-2.3369515,-0.47467756,-0.5199625,-5.137558,-3.0179627,0.5482444,-2.9406893,-1.4362239,4.216915,-2.3330789,0.35356745,1.8280519,1.0852522,-2.7091835,-0.80231243,3.548398,2.163359,-3.32429,0.4006212,2.4610488,-2.2354438,-1.8218334,1.8777207,0.66718256,-3.7005546,0.091404416,-2.981564,-0.5051394,1.5717784,2.1604745,5.1823645,1.7050569,-4.4531293,0.88600093,4.251638
Yb,-3.3056562,2.5170312,-2.5083969,-0.16654807,-3.0761926,0.57159513,3.9520133,1.0911891,-0.9035504,4.612618,1.1064696,-2.171266,-4.7020864,-0.17724478,2.665595,-1.0219382,2.165652,-2.362983,-7.0661902,-2.9304345,2.4980009,1.7871164,-1.4268174,0.85388356,-0.100603335,1.1514376,2.19828,1.1138867,0.68931973,-1.7549813,3.955668,0.15943095,1.5795792,-2.4790285,0.6971789,2.1000595,0.36558726,-0.002158849,-0.38121414,-2.8417835,-4.2497344,-0.2024344,4.4067903,0.7172501,-0.673472,2.639194,0.06272164,-1.8319703,1.7886779,0.8962922,1.0963147,1.5547646,1.8665676,2.6731765,-1.3308042,-1.056494,1.1110749,2.355515,-0.34010175,-0.42507967,-0.95778435,-0.10924635,0.42520666,-0.064363964,-0.4033418,-5.0814986,-2.344467,2.4269714,0.51136285,2.010094,0.41252497,-5.523,-4.332685,-2.5154657,-1.6551541,-0.71964943,-0.22860774,0.702684,-2.7897174,1.826291,1.744167,-2.0132515,-1.962911,2.1318789,-1.2157574,-0.7022437,0.7156979,0.6624428,5.509866,-0.29214758,-1.7534044,1.3105172,-0.81055677,-2.2138524,2.268024,-4.726958,-3.564806,0.9889924,1.5317069,-0.739538,-2.0614612,-5.112268,-0.7870158,0.97548467,-0.8856567,3.261299,-2.7998054,-5.8086166,0.73796195,-3.4938533,-0.6616701,4.1109023,0.31334913,-2.8311858,-2.8972049,0.9182808,4.8138466,-0.18795134,-1.1869723,1.9741274,-0.54869837,-2.533058,-0.20170265,-4.065328,-1.1980786,-0.52565587,1.476671,7.101267,-0.4069393,1.7652982,-0.6450521,0.40691283,-1.5129168,-0.46445855,0.8336425,1.3367766,3.731202,-2.5032592,1.8738998,-0.8979204,3.5553434,1.8625178,-3.233247,-1.580319,0.48433006,1.1465932,-0.74291193,-1.9274114,-1.2971843,-0.39165747,2.0610077,0.5083092,-0.9093658,-4.5778694,-1.940478,-2.1323402,4.0475802,1.3783245,-1.9163811,3.5811481,3.6540084,2.1017168,2.332833,0.07259608,-0.92587644,0.03745221,-1.0249643,-0.6129066,-1.555205,-2.2020957,1.63885,-1.8033301,-0.039971527,5.086882,-0.8664209,-2.92174,1.402591,1.1616814,-3.627795,2.348463,3.8661695,2.133744,-0.28170222,2.4688802,2.09348,-2.038355,-2.150207,4.601212,-0.2655005,-2.5938609,0.3309575,-3.1222534,2.15886,-0.22913477,-0.786562,2.8836598,0.6292715,-2.4299614,-2.3695085,3.1654773
Lu,-2.3436084,2.7885664,-2.9046233,-2.186931,-0.5687659,-1.8307316,1.8357896,0.98133504,-1.2993729,1.0047655,1.1317688,-1.9456427,-6.016844,1.5568407,1.170554,0.92701674,-1.6196553,-1.876354,-6.1171002,0.08221388,2.6833262,2.4432752,1.203049,-0.5469656,2.9264898,-1.8784088,2.5397654,-2.3521767,0.24555804,-1.6071385,0.23721345,1.9746102,2.4553509,-3.7790055,1.8888189,-0.16962357,0.7648859,-3.191749,-0.2299824,-1.8838542,-4.615025,1.2687743,2.6220176,-0.59683454,-0.09022749,0.867682,-1.3769997,-4.1555657,1.1549945,1.4000994,1.2300493,1.4474782,-1.4594947,-0.31932727,-2.5234063,-3.255129,-1.4730109,0.84072065,-0.5104817,-2.2087204,-1.8292181,-1.4451146,0.509401,-0.63308924,1.1883821,-3.322029,-2.6080546,2.7644258,0.24600193,3.4382713,1.2783756,-3.4106326,-5.146563,0.58634615,0.552306,-2.9402266,1.2281641,-1.5738527,-2.0929403,3.256095,0.5460571,-3.4090302,-1.8673025,0.4974427,2.1487248,-0.7773513,0.9089432,1.5249577,4.902697,-0.4383707,-1.4244413,2.3507593,-2.8225505,-0.4135045,3.3906765,-3.028897,-3.7383087,0.047089536,-0.31928456,-2.1121056,-1.1856704,-2.5858228,-1.0597613,-1.2199733,0.5720887,0.09707542,1.8474398,-2.871373,-0.21066849,-1.1458799,-1.9453865,1.6657978,-1.2445524,-3.0798004,-4.333127,-0.9886161,5.3385305,-0.5058815,1.5613644,1.7061485,-1.5070279,-3.788689,-0.8626462,-0.5072158,-2.2552066,0.8618119,0.38035282,6.711476,-2.8239791,-0.44415545,-1.2310804,0.1757503,-1.0026641,0.48431584,-2.7134,2.1842682,0.9717937,-2.1914582,2.6315813,-1.836178,0.035128362,0.63815314,-0.10162811,-3.9395163,1.5722761,3.2729402,-2.0281131,-1.3520515,-1.6711674,-0.9566344,0.42959026,0.6029245,-0.35634428,-1.435446,-0.2710797,-2.9191513,-0.12833975,-1.6791381,-3.6668634,5.097027,3.2521014,0.3287801,1.1087973,1.5811902,-1.3305514,1.0552235,0.4335886,-0.1550925,-2.8563268,-2.603373,-0.123817354,-1.6601542,-2.360489,6.224481,-0.5433001,1.0024354,1.7223667,-0.97655064,-2.0387278,1.8135601,3.1046376,4.0958614,-1.2699902,1.7110504,1.1981281,-2.1283255,-2.6627798,1.9305489,0.3070697,-0.7553457,0.016638584,-4.5732517,0.76645666,-0.8071712,-1.0344676,2.6990845,0.358669,-4.0556817,2.7590623,3.4283888
Hf,-1.6189432,3.7120545,-2.381125,1.7992338,-1.7197496,-1.4280959,3.1584496,0.3455378,-3.829092,1.8245324,0.7074557,-2.099648,-3.885407,-0.5531361,2.0967407,-0.5175054,0.098105974,-1.7783237,-3.117027,-1.5960039,1.8962547,-0.0969946,-1.3510801,1.3464828,4.320365,-0.5493767,-0.57986915,1.922615,-2.392339,-2.764989,2.7636585,-0.24135211,3.0201964,0.4068923,-0.94433326,2.0536983,0.9077774,-1.72306,0.92705667,-0.75526696,0.24231924,1.2809614,2.565424,-1.224154,-0.30684453,1.1708664,-1.277383,-2.5554318,1.1968964,1.8656857,0.3275978,2.861655,-1.1333562,1.287048,-1.8508817,-3.0983355,-0.17738482,2.2902622,0.8934019,-1.219543,-2.4351726,-3.3464136,1.3996592,-0.34979215,2.7395332,-3.1631699,-2.9577312,2.5161343,-1.0448377,2.5968442,-0.34116447,-2.8606043,-1.0829978,-1.0342027,-0.9752564,-0.7134709,-2.198698,-2.1315951,-1.8423786,2.2608397,1.7285333,-3.6145842,-3.8439732,1.1148704,-3.2297063,-0.9725075,0.577253,-0.042461324,4.6903896,-0.61352766,-0.56982124,2.350204,-0.8809948,-3.1444523,1.42047,-3.7469418,-4.306802,-0.65817344,-0.65820974,0.598096,-3.1183932,-2.946428,-2.6290302,0.5096007,-1.962265,0.28390706,-3.0876353,-4.103413,-1.7599456,-3.2549398,-1.4414265,2.5403535,-0.53722656,-3.358379,-3.8102856,0.53469765,2.9667747,-1.0284188,0.8306382,3.8404648,-3.3738654,-4.313925,-0.119638175,-2.827923,-3.6125133,-1.3262901,3.514042,5.978714,-1.5279738,-1.2742841,-0.6743982,-0.61515534,-0.052516196,-1.8339777,-0.6158723,-0.4978504,1.2674446,0.46922296,1.7865051,0.43874547,4.304418,1.3419313,-2.0615313,-1.4034016,0.18905376,2.6310666,-3.6477895,-1.4048662,-2.6714911,-0.82953095,-0.884867,1.4103742,-2.520733,-2.2451456,-2.2883513,-0.9345579,1.1109751,2.0626633,-3.1924987,1.2517375,2.896366,1.5617622,3.1551077,4.1982527,-2.4245827,1.5792989,-0.9562109,0.17656255,-4.3575177,-0.9171672,0.6782181,0.028162852,-1.6902032,2.9056253,-1.6824772,0.5848417,2.1394722,-0.22765005,-0.9176609,0.2601793,2.0108633,3.6922183,-2.3890088,-0.48963487,1.1334404,-1.206231,-0.66589874,1.3052043,0.6748405,-4.795449,0.18852682,-2.106449,0.84026134,-0.25293353,-0.9691538,1.7364259,1.8326089,-3.7605894,-0.14500488,2.6079183
Ta,-2.2489464,2.8355265,-2.3807893,-0.13509327,-1.164745,-0.3395922,4.156083,1.7050353,-1.6860132,0.76276255,2.079693,-3.3591313,-2.9883235,2.5097525,-0.18821491,-2.7764165,-0.7468895,-2.3050675,-4.114607,1.3824912,5.849112,1.2053486,-2.527787,2.6601903,2.8737435,-0.3822903,0.6665644,0.3669787,-1.3189545,-1.3766311,0.5038472,0.7847788,2.750157,-2.636624,0.6844782,1.3676513,3.9163022,-0.6799171,-0.4295556,-3.3921876,-1.7084225,1.9583776,2.4484797,-0.020801269,-0.7545935,1.7208784,-3.0885756,-3.3344302,0.68407214,1.9302495,1.0124336,2.9826434,-1.886887,3.4072626,-0.4294217,-2.039776,1.6987652,3.2327816,0.37986854,1.2427913,-2.4985409,-0.88196,2.6494815,-0.802856,3.8125606,-0.9236134,-1.5526363,4.0702643,-0.4669899,2.22069,2.341609,-3.787827,-2.1304991,-1.8783898,-1.4676805,1.2241589,-1.8792261,0.12212674,0.8361972,2.103618,0.3465492,-2.4051838,-4.1289444,-0.42927635,-2.8813431,-0.5446667,-0.8005644,0.12977263,5.0162807,-0.23816027,1.6939496,3.218459,-1.2660195,-2.634094,2.2939377,-4.0008326,-1.6788702,1.086084,-4.188927,-1.2441909,-2.7565887,-2.4780536,-4.251504,-2.263466,1.1298401,0.08682117,-1.5838835,-0.72124094,-3.6486418,-1.1926054,0.09759203,1.4983703,-1.1487288,-2.0905344,-4.484548,4.2248163,3.2806509,-1.1572756,-0.7140208,3.7014844,0.21016514,0.19560952,-0.16656554,-1.6971866,-1.1163397,-0.96089786,5.7674417,5.734896,-2.9962864,0.4496628,-1.0302906,0.82370347,-0.48859608,-3.832775,-1.2968061,1.3297585,3.2304354,-1.9322789,1.9621139,0.118236296,2.007879,3.2495453,-1.7612239,-4.040011,1.4013215,-0.6116698,-1.872835,-3.4790108,-3.6585293,-2.1093726,2.5841827,1.6091504,-1.1346974,-5.4533706,-0.7216605,0.19169568,-0.9394217,0.29836208,-1.7848659,3.80457,1.7995442,1.3422866,2.4432566,2.3068697,-1.1870826,0.261527,-1.0238552,0.55843335,-4.2911754,-3.7420003,0.9743057,-2.605593,0.670543,2.6153226,-3.7818625,-0.5124431,1.1730576,-1.408923,-2.3650112,-0.02091878,2.7925167,3.7169008,2.3636458,-1.0129296,1.1070703,-3.575748,-0.20763232,4.2407556,-1.8572394,-1.8595203,-0.5207772,-3.6126845,0.15111256,2.7126389,1.4581665,3.9654977,0.6063949,-4.6195736,-0.4371967,3.6835213
W,-3.9190583,1.8708133,-0.9901443,-0.16372542,-0.82839733,-1.1185828,3.9966156,1.24492,-2.3627336,-0.57565963,1.6847283,-3.027949,-1.6869415,0.6680859,-0.53360856,-0.7240204,-0.07369745,-3.4981077,-3.3241189,-0.56988543,6.0110006,-0.61836207,-2.0800352,3.1059997,2.112354,-0.5104377,1.9355513,3.8949466,-0.48816895,-1.2138156,1.8593186,0.42620227,0.59005666,-1.5581887,2.2382975,0.09186969,4.523859,0.7230475,-0.22855195,-1.538158,-1.334836,1.1440513,1.1598277,1.800988,-0.43485254,5.575934,-1.703305,-2.336283,0.029640082,3.4729342,-1.5902908,3.6000707,-1.9161787,1.5884385,-3.3786135,-3.8980238,0.9228548,1.1113487,2.0989938,-1.6664639,-2.435488,-0.09102318,2.4478185,-1.4726851,2.7171135,-1.0267333,-4.166814,1.7024951,0.847146,3.633539,-0.41335142,-3.2795773,-2.1779723,-1.9715812,-0.24871387,-0.27364168,-0.13592966,-0.9878167,-5.2897644,1.9720336,-0.3921409,-0.58550125,-3.7046778,-0.84088105,-3.671591,1.0641763,-1.8786134,0.1158624,3.669152,-2.3480072,0.97203016,2.1361368,-1.243878,-3.0710785,-0.7192333,-4.8188863,-4.5070043,-0.80483276,-2.561411,-0.85224134,-1.8166593,-3.4230633,0.15299204,1.0048059,-0.62833375,0.49449894,0.25767767,-1.2697182,-0.59778124,0.080682054,-0.3839302,1.1827093,0.13445064,-2.9082806,-4.3062696,2.0677137,3.8632026,-0.01547744,-0.052570138,3.1790512,1.4187306,-3.4846208,-3.0252738,0.28284025,-0.59680855,-3.4762104,7.7968845,4.3545127,-0.57303864,-0.28438967,-0.66448855,-3.0102692,-2.2670264,-3.006688,0.1772617,4.454622,2.6824567,0.06488383,2.249515,-0.13883378,1.7479026,3.5228763,-3.8728185,-2.0267186,2.0814135,3.530999,-1.0570302,-1.6642206,-4.668454,-1.2017027,1.783259,-1.0432748,-2.9282904,-2.1165817,-3.1694944,-0.80368185,0.59821224,-2.1690154,-1.2863523,2.8811324,4.1445713,0.87793356,3.7120597,2.4095879,-1.7660775,1.7414058,-2.0362074,2.6239944,-3.563609,-2.8359854,2.156341,-2.3386383,0.31790182,1.0764343,-2.331157,0.6825328,2.4703038,-0.58547485,-3.3507555,1.9370056,3.0742311,3.7618103,1.314795,-1.3307954,-0.15205607,-5.3553553,0.98551404,0.44259933,-0.3314207,0.4987149,-2.1231258,-1.7964035,1.0992839,1.7935935,-1.4385306,2.0977082,2.8043716,-3.0426798,1.5607201,5.6431284
Re,-0.8533741,2.5564866,-1.019743,2.8130088,-1.5195031,-2.7536721,2.6037357,0.77701455,-2.866129,1.9128478,-0.1812792,-1.9321904,-2.4450815,0.81364924,0.8201997,-0.58009315,-1.0534755,-1.8634026,-3.670084,0.06757284,4.0400734,0.47201595,-1.2582105,-0.7296298,1.7257355,-0.35697824,1.9850845,1.2598014,-1.2465631,-2.4531574,-1.0527146,0.093992576,0.3398106,-4.1921453,1.319812,1.435808,1.6614261,-2.0728583,-1.7459081,-1.5052159,-2.936688,-0.42649835,4.3571362,-2.1132963,1.9808823,4.0332184,-1.036692,-1.4725393,-1.0668876,1.2318014,1.3576534,4.4451904,-0.96955025,2.876365,-4.5117,-4.1533837,2.6453106,0.3780989,0.8786601,0.33744746,0.23377134,-0.8877035,-0.19311935,0.10600197,0.52690834,-1.8633054,-3.1910486,2.9821143,0.08267264,2.6747477,-0.19933826,-3.9685135,-3.541641,-0.70744437,0.33095568,-1.1060419,-2.2396953,0.5289065,-1.3903258,2.5016289,1.5877905,0.068500124,-2.425028,-0.397721,-1.8705566,0.57574785,-2.3062756,1.006574,2.9713514,0.6030895,1.1174492,2.173104,-1.3127933,-1.9905853,-1.6287433,-3.0318274,-3.9440084,0.94038236,-2.3408298,-2.3811188,-1.0663241,-2.4199533,-0.19485813,-2.2432268,2.038088,0.748717,-1.9423728,-1.167186,-0.99506325,-0.7218451,-0.52277744,4.2251673,-1.6697558,-3.3586767,-2.9746063,-0.018794157,4.132663,-2.0186648,0.24301513,0.5751002,-1.3113196,-4.082212,0.5284181,-3.0456688,-0.750813,1.0423087,1.1950346,5.8228416,0.5715118,-1.4369314,-1.9763159,-0.78000945,0.09598616,1.0512383,-1.4549378,2.1831875,2.6017945,-1.6898894,2.2160466,-1.7389294,0.04338629,2.0187578,-2.4536529,-0.6012397,-0.06284572,-1.2544546,-1.627091,-4.247155,-0.7276619,-1.5709052,0.85433143,1.6513555,-2.9123263,-2.2144802,-2.6914334,-0.9834082,0.05993255,0.50372493,0.20088652,3.3532035,2.1749172,-0.36131874,3.9906254,2.2746754,-1.6829062,0.3029832,0.008624404,-1.2351074,-4.115041,-2.2048757,1.1078151,0.12442581,0.6454946,2.8717551,-3.2156253,-1.0600448,3.7035384,-0.80309874,-2.9216635,0.003506594,2.7116466,1.7334951,-0.92129993,1.8524085,1.9645008,-2.5716898,-1.2478534,2.9191513,-1.1602356,-0.07241186,-0.70110977,-2.9466488,0.9921063,2.9331203,-2.4208753,2.7797208,2.378463,-3.0917516,-0.7534318,2.8291607
Os,-1.9858041,2.9395664,-1.7341508,3.1934123,-3.3213773,-0.001799099,3.765993,1.6283915,-2.0168824,1.964905,2.9260263,-0.8989905,-0.6444941,1.1753118,2.1226246,0.57582366,0.9472181,-4.134835,-2.7242327,1.1479776,1.8240161,0.13568331,-2.617502,-0.59154755,2.1038704,2.1745875,0.891081,1.2396591,-2.126413,-4.817644,-3.1444712,1.4133772,1.3488798,-0.9863427,3.809119,0.19721621,0.57605803,-0.5854723,-1.1305151,-2.5014906,0.06445791,1.7132863,1.8032804,-1.7148321,1.5716168,3.2309318,-2.4534533,-2.672074,0.55885607,1.7049031,-2.756707,1.661141,0.18202585,0.089678705,-1.572379,-1.3252467,1.9900223,2.102614,0.08038669,-1.750725,-2.2783835,-1.2262459,-1.9766326,-1.3678048,0.8082774,-2.1637652,0.7621137,3.200621,-1.6002536,6.2998996,-0.33312264,-4.264826,-2.7472682,-0.95171237,-1.2995356,0.9256209,-0.5034642,-1.3433625,-1.2748833,1.5999674,0.31755206,-0.80883396,-1.8706111,2.3531163,-1.0663126,-0.958925,0.30787948,-0.22234298,3.3175166,0.054980718,3.4093814,0.54985505,-0.61554056,-0.69671005,2.0431564,-1.7550502,-2.6130068,-0.8333257,-0.14776826,0.030333094,-3.0085557,-6.016997,-2.48129,-1.4019881,2.6095808,-0.9607705,-2.755996,-3.008458,0.26856267,-2.3393917,0.418499,2.407821,1.7615756,-2.3870032,-2.7930422,1.7241926,3.4071007,-0.95107645,0.673553,3.3359938,-3.3885562,-2.133822,0.8602376,-2.4743388,0.14629383,1.9108326,1.4203416,4.4966955,-0.6131138,-2.254194,-1.4633408,1.2198845,-0.96950537,-0.47376263,-2.8048058,-1.4010763,-0.33178785,0.14393114,0.40586287,0.38007918,1.3005619,-0.129563,-3.5583975,-0.4608637,0.62335557,0.9348688,-3.3888478,-2.7664208,-3.023337,-1.0546602,-0.04461959,0.03687867,-3.5079525,-2.2414045,-1.5098305,-1.2328682,-0.7666457,2.7087936,-0.468346,2.9548154,-0.2924392,3.7209156,3.8343508,-3.8693166,0.66238576,0.10704016,-0.78167886,-1.7418387,-1.6260177,0.4625224,-1.3363969,-1.3849322,-0.5210846,2.368476,-2.8568642,-0.59868973,1.8405818,2.2501967,-3.5704832,3.2036784,3.0436904,2.5861952,-0.92891777,1.4570103,2.2252388,-1.1531783,-2.9118946,1.7276447,0.24086374,0.54132,-0.77551407,-1.7550493,0.8497969,0.42102122,-3.696661,3.082095,-0.4245636,-2.1487553,0.40763292,0.17522448
Ir,0.20524289,3.9705637,-0.22034836,1.5254148,-0.7088265,0.45307606,1.9646096,-0.5615314,-2.1506515,0.77235806,0.17767045,-3.2410073,-1.9042044,-0.2940799,4.545907,0.5165258,-0.09925273,-2.7281935,-2.6475472,-0.3633598,3.2654128,1.5861628,0.7016172,1.5058023,0.43306413,0.60862166,1.6232266,-1.2598629,-1.7080973,-2.6971877,0.026780467,-2.0215049,-0.02472833,-1.8370197,0.98126465,3.3834445,-1.3078436,-1.5229857,0.075361446,-0.20251068,0.09884203,0.75260216,3.8268943,-1.7252005,0.32058817,2.6985264,-1.2785999,-2.0481029,2.9466345,0.19995442,-1.3264735,1.1622726,2.433139,2.273764,-1.7638725,-4.492989,-1.0814341,1.5810108,-0.045387436,0.29997543,-3.9765642,0.11577275,1.7522423,-0.38400277,1.6105999,-3.5554361,-2.242232,1.6322678,-1.2688696,3.845277,-0.8238637,-6.299338,-6.1898284,-1.0622324,0.70319396,-1.8295641,-0.11674666,0.9853446,-2.6217563,0.8837835,-2.2392893,-4.1714597,-1.9732732,-0.6340258,-1.4475256,0.11215,2.3856566,0.9913856,7.680778,1.5611919,3.085656,1.8962964,1.1523808,-1.8509333,3.2050219,-3.4121315,-3.4581983,-0.1175017,1.6147442,-0.4483607,-1.8290923,-2.23388,-2.9871652,-0.22820097,1.1084949,1.6686689,-2.4998646,-0.7204195,-2.990268,-3.43736,-1.7028064,1.5400882,0.523178,-2.323745,-2.3775249,1.3306549,2.5796704,-1.3441128,-0.4067086,2.8123055,0.098313965,-6.7146893,-1.2767627,-2.6886055,1.1103109,0.27073556,1.2021025,4.1920857,1.0049812,-3.4245267,-1.4340912,0.5850891,-1.4791766,-3.0840194,-1.7775396,-0.11533372,1.4765552,-0.1734236,2.3022528,0.08791326,0.11665268,2.2513335,-1.1163976,-1.0512501,-1.3806185,2.0280416,-0.50941235,-1.6260998,-3.8431334,-2.3585813,2.7157035,3.1569111,-5.141412,-2.2764418,-0.6594308,-0.86064076,1.3604636,-1.0999864,0.3303497,1.7750876,1.9710066,2.026571,4.0137987,0.38321748,0.7043583,-0.5243624,0.17940535,1.0687639,-3.5686917,-1.8546252,0.5665848,-3.1533117,2.8298604,3.6907866,-0.048994873,-0.04722543,4.183094,2.3896742,2.5171478,1.9970677,3.936861,1.5401554,2.14299,-0.02895773,2.1732635,-2.5162933,-2.3644376,2.41505,-1.0207667,-0.045421142,-1.7271043,0.107450984,2.416056,0.64633864,-0.56121635,2.1878545,1.0485312,-4.7703896,-1.9210036,3.634989
Pt,0.58140624,4.6848702,0.10491615,2.0891721,-2.9065008,-3.138417,4.4408665,1.2481339,-1.3853844,0.9723404,0.5433769,-4.046004,-2.3667138,1.5744332,2.2387438,0.8922355,-1.09029,-1.6756163,-3.0155532,-0.8256304,0.19470981,1.5939778,-0.3851928,1.0253,1.1012847,-1.057115,1.1860292,-1.9446433,-4.935982,-3.9788325,1.7504274,-0.14346302,3.0034592,-1.00289,0.48332658,2.464566,-0.015727941,-0.12517567,-1.3898925,-1.7511947,-1.4233081,2.036462,4.4342904,-0.68110377,-0.093402885,1.5980102,-2.1452396,-2.7247622,1.815145,-1.093773,0.43580806,2.43989,0.8200842,3.2694786,-2.9847867,-4.145462,-0.73287433,-2.2600048,0.08424954,3.1211371,-3.436884,-0.062116366,1.2135851,-1.8779324,3.4066265,-3.4927704,-1.0577407,2.7781816,-0.14204708,4.510672,0.6446503,-6.427556,-3.0936637,0.07205577,1.4778421,-2.5108442,-1.7923052,-3.390078,-1.6758996,3.9763713,-1.7736566,-2.2831776,-2.1562402,-1.5776287,-2.064605,0.44141772,-0.6595903,0.8374815,2.770654,0.67313945,0.2598287,2.0259774,-0.8987247,-2.2461367,3.0991683,-1.9575207,-3.6122937,-1.2008361,-2.2419238,-1.0500598,-4.8983984,-4.5002666,-4.573989,-1.0252956,1.8144124,-0.5645322,-1.0280448,-3.0998323,-1.7107632,-1.3287089,-3.304973,2.7372527,-1.023468,-3.2943923,0.33387336,-0.019107128,-0.15839183,1.0602715,-1.2415118,1.7511883,-2.4227827,-4.806589,-1.0911165,-4.682464,-0.7318712,0.6822139,-0.5853101,4.5769987,-4.5108194,-1.0483423,-0.8980621,-0.9823619,0.020640777,-1.8291041,-1.2761486,-1.3724353,1.9626745,-2.812266,1.7150502,-0.63988113,0.4300503,0.41792056,-3.4771836,-1.0513607,0.9488211,-0.5586406,-2.0061707,-3.8012655,0.4956943,-0.58369035,0.628405,2.6207228,-3.4488504,-2.1033695,-1.0191665,-1.2095262,2.8997486,0.90820223,-0.040004667,1.3250495,2.0761716,4.5153337,2.0787747,0.3290693,1.5570664,2.0756207,-0.7406424,-0.5915242,-2.6459632,2.9051135,1.6264373,-0.16071363,2.9151459,0.7097878,1.3510264,-3.3024611,0.36049575,-1.0380739,-3.1370072,0.40041146,4.576444,5.0070877,-1.1541029,0.41726348,1.4306377,-3.2625988,-1.7892228,3.1834908,-0.27035913,-0.39528853,0.2545885,-2.0927072,2.4292488,0.255782,-0.6611904,2.5273588,3.1338625,-7.4109116,-1.4221126,1.0359067
