element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Mg,-1.2105638,1.9449794,0.07341529,4.281845,-0.4782105,-3.2373497,3.5992315,0.33866712,-1.6917305,4.4022603,-0.16538584,-5.9687505,1.0635471,-1.3153175,2.2497113,-2.2994165,3.288565,0.1048737,-3.0253634,-4.760479,5.388223,4.578854,0.7369691,4.7651944,2.3417797,-1.393356,3.153824,-0.14751396,-1.5608817,2.5025349,4.7068505,-1.6291424,8.073564,-0.85242295,0.08792847,1.8566784,2.70677,-2.2884455,1.6833613,-1.1005739,0.57138205,-3.0478737,0.12759091,6.125147,0.14469105,7.0308647,0.64681005,-0.5294032,0.95943785,2.1266298,0.92480403,0.6823079,2.9974952,3.1458998,-5.071366,-2.3408287,-1.8962207,3.9464195,-1.8714415,4.5941687,-1.9797876,1.8913713,0.886191,-1.1422617,3.0905106,0.17616445,-3.794518,1.9057446,-2.2477782,1.9429827,0.24216059,-5.9393606,-6.5371795,0.40601572,-0.1908295,-0.106231086,3.2994738,-2.1320755,-6.3391623,1.3621633,-1.9278127,-1.5158881,-6.385548,-1.9902625,-0.6282905,-0.783241,-1.8745258,-1.1319517,6.070271,-2.9893472,1.1844126,2.530142,-3.1498177,-11.12051,6.8678217,-4.3066497,-5.1215105,3.2430391,-4.223698,0.15118557,0.23756635,-2.9522433,1.371027,3.4906576,1.3764398,-0.45154604,-1.9453117,-5.955044,2.0093842,-2.7842615,-1.7264374,1.6472914,-2.2971017,-8.714402,-4.4073534,3.0880716,2.9306765,3.3699908,1.8581917,3.6645994,-2.184307,-5.4501886,0.9231537,-4.8057427,-2.6940656,0.30628902,0.59226006,3.0441215,-0.29821405,2.8945878,-3.0269978,-2.7358234,-1.824102,-0.40750366,-0.6995498,0.38019186,3.9917371,-1.9941474,2.1084943,0.7677411,0.16603784,1.0244198,-0.8284644,0.068670705,-1.3914431,1.2095472,2.0074744,-2.9895053,-1.0477754,-2.5936666,3.3232245,-2.4264677,-1.1414207,0.41368395,-3.8389761,1.408066,-1.7962078,-1.2386419,-2.925561,1.487502,1.3800027,-1.8961548,-1.7351189,1.2024858,0.9479768,7.0636473,-3.434362,1.6676768,-4.534681,-0.8557256,2.3091266,0.94500583,2.2189786,8.669453,-1.007945,-0.828086,6.3472567,-2.1318932,-1.53616,-1.0693147,6.640464,3.3694024,-0.62946165,-6.3023033,2.6011426,1.2627729,1.4301815,0.6464471,-1.2993642,2.9832783,1.8381209,-5.1846538,-0.6765256,0.8834162,-2.542486,5.1339016,4.302443,-3.4126906,1.8739619,5.953635
Al,-2.4468944,1.3477869,-1.1436924,0.8618343,1.2041821,1.1433797,4.170472,2.2425232,-2.9999192,0.7140248,-2.5668154,-4.3122873,-1.340125,-2.8276136,-1.2505809,-0.77803713,1.3513727,-0.56363124,-3.6899216,1.3176681,1.7657233,1.5097446,-1.2222525,4.945115,4.334804,-0.8523718,1.383295,-2.2329428,0.9928866,-2.0884166,1.0435495,1.0663303,5.269537,-1.5835348,-1.7554594,-1.3654652,1.9652061,-0.8964855,-2.199448,-1.3260075,-2.536042,-0.59315276,-1.0898997,-0.831579,0.676261,4.7810106,-1.4268181,-4.036082,3.3248992,1.7159537,-2.1810784,0.64741963,0.06589201,2.808876,-2.7265964,-1.4476159,3.260013,5.7638135,-1.6657902,1.3402879,-3.706613,-0.78624195,2.115281,-1.4172317,0.7996164,-0.7418119,-1.7090489,-0.5072478,1.3574038,2.4634714,4.013124,-3.382096,-6.678256,-2.5160263,-0.996218,-2.1971784,1.1494966,0.2730576,-2.6976259,0.9001384,1.7268533,1.8887755,-4.738309,-1.7703624,-4.76973,-0.967783,-1.6090108,0.9898947,7.6400523,-4.1757193,4.44647,-0.9090852,1.9982698,-6.8618364,2.9964812,-1.9636816,-4.188546,2.8187606,-4.3815646,-0.104336776,-3.2060854,-8.047388,-3.2855225,-1.4614248,1.2140325,3.382482,-3.0643902,-3.9780204,-1.2303505,-2.7126608,-3.343913,2.263695,-1.789121,-4.346307,-1.5871192,2.4426315,3.0156567,1.1902417,0.6028157,2.514494,-1.6978619,-4.3984594,-0.05091308,-6.059203,-0.9623902,1.2658397,1.7765304,7.850901,-1.271596,0.9054182,-0.7465001,-0.83503395,-0.35777768,-2.8984833,-2.9321682,-1.2758521,4.499706,-2.4313323,5.1647377,0.5500851,0.75328374,0.744359,-1.8621973,-3.9297976,-0.12602173,1.9519403,1.551167,-0.6788509,-2.1831234,-1.4911109,4.8428144,-0.42040345,-1.1856495,-1.3385407,-2.5484705,-1.2797761,-0.116693534,0.7516832,-0.20653474,5.2094917,3.3232138,1.3994546,1.8071207,3.0022871,-1.88167,2.4312675,1.8955706,1.3880566,-0.68248343,-1.2686294,1.5151145,-0.67424697,2.8966157,7.0300484,0.3927588,-2.2850413,4.216721,-1.9934893,-6.6245313,3.1896474,4.7911158,1.6863271,-6.0845137,-1.3520792,0.4148102,-1.6386178,0.36179027,2.874888,2.6807783,-2.9586177,-1.5373893,-5.5170894,-1.5726305,0.8874576,2.0457962,3.4486103,4.629592,-4.374376,0.24945395,4.484334
Si,-3.0094879,5.0934863,3.2237463,0.10764254,-0.8259299,-3.915123,1.8639381,0.370224,-1.5288697,1.4585168,-4.4629626,-7.0344663,2.5844438,-1.8184342,-1.8738374,-2.4850955,1.7928548,-5.875955,-7.2335825,0.10698507,3.948239,2.615753,-1.9606605,0.8354272,4.225851,1.0232701,1.6993935,2.5167472,-1.170362,-1.430167,1.6199727,2.3305566,-0.013980336,-0.7187015,-4.1198597,-1.0932032,0.9889354,1.9040642,-0.8477954,-1.7969134,-5.0449796,3.784879,2.8563378,-0.24877724,5.6569448,8.0902,-3.0098612,-6.0975556,5.3092394,3.7233021,-1.8805758,2.8794866,-1.9062865,-1.2146806,-1.2027371,-0.17248264,3.0784318,1.7806638,-0.5568239,2.6287942,-2.3971062,-4.3757806,-0.6228069,-2.263809,3.3112204,-1.3007368,0.6024283,2.6910255,-2.0899155,3.5467272,1.8236578,-5.0733256,-3.8560374,-3.7878845,-2.2725213,-2.936011,2.0478492,-1.5710894,-2.9253502,-1.8320676,-1.8088561,-2.1376667,-5.7217236,-2.4900815,-2.606004,0.31071198,-1.3939261,2.03874,8.313305,-0.1930032,6.558041,-1.903383,-2.5938642,-9.100637,3.8770278,-3.8268344,-2.2916658,0.5220265,-4.4321876,-5.2216167,-0.829209,-2.126929,-1.968448,0.041326575,0.8623266,1.5905572,0.39318097,-3.164507,2.2407725,-0.74275315,0.92770875,1.9884343,-2.243944,-3.8375163,-0.7088006,0.18314594,3.7164083,-1.363541,-2.9708362,3.1158357,-0.59598583,-5.482381,-0.77130437,-8.719338,0.27467757,-0.06887277,0.7295706,5.4363556,-1.84123,1.4050417,2.5373938,-4.0020533,-3.6435037,-2.4328544,0.36430177,-3.5289977,-0.4090984,-1.3763076,0.73355454,0.37949336,-3.5865562,2.1258214,1.1317782,0.5138627,-0.016972719,0.6696687,-1.8154662,-3.33294,-3.7273645,1.2940137,3.3976,3.5410886,-2.2748175,0.6464446,-0.5404742,3.2513626,-1.5701638,2.3488522,-0.3014991,6.799151,3.850616,2.3542454,5.4164357,4.367399,-1.7488443,1.2886704,-0.23662387,1.6723993,-2.1376982,-0.5716015,2.238979,-4.7534304,-0.21522807,1.8472311,-3.7243497,0.88307387,3.9679914,3.0939887,-2.1281059,-1.0527142,3.247364,2.3371253,-3.7982907,0.073945686,3.6846342,-1.7720917,-1.4679556,6.5739903,2.0104284,-2.4633358,1.3660733,-6.968838,0.045669816,-2.16604,1.8484378,4.162124,4.8392754,-2.931746,-5.327894,4.076193
P,-1.7223423,5.4646072,-2.9479995,-1.0360489,-2.3055153,1.5208086,0.7834073,2.2639432,-3.1900651,-4.2138195,-0.7301313,0.76257706,-5.817214,-3.3755803,-2.2471664,1.2574717,-0.7269811,2.4387636,0.9279809,-0.33189797,3.6354775,-4.7443786,-4.2479267,-0.003231903,7.0167236,4.3446665,5.8878675,4.660505,-3.0424185,-1.4548044,0.101608604,1.6867691,-3.7392974,-2.9342713,3.3316913,2.8743987,5.016846,4.6875143,-4.024125,0.37313417,-2.1551635,3.1474323,-2.960727,0.5361779,3.584022,6.103379,0.4919693,-2.1184242,3.5756202,2.829447,2.0299065,0.11300527,-1.0650319,2.9539628,0.78679603,-3.5190597,-0.6775736,-1.6183407,-3.0703578,0.817459,-1.9614649,5.6490374,4.139765,2.6603203,3.8065226,-2.5889792,-4.2206316,1.0020953,2.1783206,-0.107442036,0.93987745,0.8186804,-5.9420533,-4.45535,6.882643,-0.9737987,0.7000233,-5.7963567,-4.188769,6.334882,-0.45185888,1.4441996,-6.0654035,1.1236501,0.1261348,3.2341547,-2.6495135,0.43547514,5.0788364,-1.1983498,0.47910172,-0.5553482,-1.1448386,-2.2820559,-3.3481593,0.68283474,-4.518104,0.6327346,0.36208248,-0.802192,-2.4559515,-4.404571,3.2213147,-0.059480753,1.1151413,1.4926378,-3.213464,-2.4987054,-1.5799887,-2.9300363,-0.2183683,0.9740102,-0.90149343,-0.036415666,-0.22206517,0.12245968,4.680528,-4.560164,-4.032906,6.168226,1.4902809,-6.257618,-2.0426152,-0.5244592,2.0651875,-5.446835,3.320177,5.655098,1.3440765,-1.1960081,5.421127,-0.2898593,2.8379612,-9.447358,0.048467018,8.143406,3.2962904,-2.393004,-2.8475726,1.5251776,0.16033587,3.0151446,-3.6333282,-5.484225,-1.3379204,2.6255026,-4.3297067,-4.5646877,-12.646478,3.072939,-0.8649214,3.5160425,-2.8746386,-0.14255963,-2.595858,-0.87144864,-2.68173,-5.8521867,0.19703582,1.9430679,6.66529,2.1184108,6.538122,5.115045,-2.273037,2.0316944,0.5299225,-1.1407266,-2.1458135,1.4339212,-2.4281359,-2.6148524,-2.1939838,3.6611347,-3.545041,-3.67901,3.9246094,-0.9452222,-4.633859,-0.98559767,4.6096945,2.4594944,-0.6847597,2.3931227,4.5685673,0.33693612,1.4972819,4.0315456,2.0907283,-0.6858243,-4.596331,-2.835652,5.0691075,2.1093884,-0.090839334,2.4070277,-1.0345702,-7.1185327,-0.31344825,6.884938
S,-5.986789,-1.1852053,-0.3658172,2.5196674,-6.328878,-3.1103632,7.085843,2.6842186,2.3945346,1.1176485,-0.5521172,2.4361193,-0.23816174,-2.6001277,-0.074103124,0.7025807,0.80463034,2.236162,-5.498666,-3.863437,3.4018466,0.8798302,0.6698614,-1.6869144,0.8400055,1.2447671,7.0733485,0.80277246,-6.1546445,-2.8752031,3.412123,-1.8483448,2.7137961,-4.62718,-0.062626235,-0.24636912,4.5156636,-0.9038017,-2.1953695,1.292638,-2.170997,6.335113,2.9632137,-3.2134671,-2.8497884,0.7383216,-1.349194,-4.141738,-2.5501893,0.94528776,5.275828,-1.129299,-2.4998107,-0.8486799,-3.760702,-3.975388,0.10339556,2.830728,4.7444677,-1.5549133,-2.0377622,1.3283442,-0.5754031,2.3476808,5.3215785,-5.6295133,2.3321352,6.443239,-0.48281127,3.1862056,3.7070243,0.48012108,-0.7508517,0.5212319,0.59701604,3.6496801,2.0350158,1.2004123,0.94572616,2.9873154,1.6101141,-2.36368,0.42459744,-1.6573718,-0.23920326,2.907693,0.46412122,-0.13030939,1.7159461,-0.35242558,-0.039884545,-1.7092906,1.1658814,-2.6355362,-0.11424936,-2.7734253,-4.243536,0.6726469,-4.6275496,1.4484148,-0.6070799,-4.272657,-0.6289023,-3.4132655,1.3908247,-1.0417631,-3.610272,-3.4945846,3.3971303,-3.3707013,-0.058926623,0.12361244,0.82654387,-5.1858497,-2.77773,1.364244,0.41908997,-0.13891771,-2.2452226,4.3108687,-2.5187693,-3.3743951,-2.8946161,0.4367389,-2.349316,-1.4451841,0.6959679,3.244164,0.848847,2.902475,0.9199677,1.5740582,2.9016035,0.9392969,-1.7416239,3.9200351,7.029356,0.05269732,1.8577304,0.4587825,6.390508,3.0435076,1.9324648,1.9656858,3.7978117,-0.16813491,-4.1677594,-4.9167295,-4.1501374,1.2311031,-2.8627493,-1.9554473,0.027600799,-5.358943,0.83368564,4.2762375,-1.8124657,-0.93247926,-3.1355698,7.0324574,2.3300347,0.65041906,5.5545993,4.8308434,-7.1267715,6.480262,-0.35973927,0.4797351,-3.8478682,-4.151679,1.4080002,-1.9841399,5.801122,6.214367,-5.092479,-2.2200398,1.7443916,-4.8779874,-3.5027692,-3.8813133,3.3677344,2.999983,2.5635214,1.0825013,-3.10241,-1.1506163,-3.0077784,4.288057,-0.41988003,-4.4260826,3.3238707,-2.39049,-4.679675,-3.7462633,1.7087206,2.510199,0.03805942,0.31456566,-5.2984095,5.83827
Cl,-1.7008597,0.9564395,-2.008324,-1.2015342,-3.410112,-2.0089722,2.8055727,4.7948284,-1.112129,2.540394,0.4139749,0.5914336,2.3724506,-1.4494944,0.7765825,0.89243364,-0.73673785,-2.9794014,-2.1739535,-0.2474173,1.6687365,0.85481346,1.9895245,-0.71685463,1.0559413,-2.8488164,2.9747317,0.41467094,-3.0750537,-2.5353768,1.7392231,-1.1688844,2.118548,-2.5315526,3.5595484,3.5528774,1.2651511,-0.2242769,-0.08486358,-1.4198313,1.008674,2.2622201,2.7745311,0.97499156,0.5352837,2.5898473,-3.1305072,0.022856638,1.7389342,0.35594344,0.5302763,0.40051538,-1.4878895,0.49469578,-3.2192461,-2.3914392,0.79670745,2.9306204,1.3575813,0.5256791,-0.5735254,-1.4239577,-4.8172927,-2.9005115,4.007442,-5.530893,-1.1440922,3.345051,-1.6883632,3.0144434,1.6774521,-4.758747,-1.9978441,0.96447855,1.5197704,-3.0600588,-1.8655626,0.43424568,-2.3305411,1.5912279,2.808104,-1.2439547,-0.7187899,0.016240831,-1.2066009,-1.401548,-0.69685817,-1.2850082,6.116584,-2.7177699,1.0649672,2.7167547,1.8407506,-1.8788769,1.17619,-1.6858987,-4.753586,1.4517075,-3.3499126,4.152585,-3.4243279,-1.6297047,-1.6932318,-1.0250947,0.28906518,-0.36827153,-3.2934113,1.1420442,0.22993612,-5.0217457,0.06775184,0.5157473,1.5382361,-4.227094,-2.457728,0.48462898,1.2990726,-0.64686966,-3.59349,2.2596703,0.3853471,-1.6917113,0.15310198,-0.73368204,-1.1235927,-2.1932838,0.07697995,2.2533937,0.48193648,0.31243008,-0.048550457,1.065607,-2.9775198,-0.3512159,-3.8257544,2.8028708,2.2306292,2.1970859,2.9263866,-2.2696717,-0.56383646,0.62319165,-1.0936971,3.956348,4.219655,-0.15116498,-1.0557901,-3.47354,-3.1767676,-1.1336861,-2.0550835,-1.182211,-1.4443928,-3.6897945,-0.7915007,0.8496846,-0.27092898,0.69498694,-2.0014505,5.3851304,3.1269495,-0.14957316,3.7103631,1.3316835,-2.7254694,3.133804,3.3877032,0.727735,-2.3993764,1.3082857,0.19315974,-0.06695042,1.9811133,2.5214858,-2.1201286,-1.3323708,1.3824993,0.12005778,-6.3877983,-0.35400426,5.826887,3.5652223,1.2124089,-1.6669564,2.3207002,-7.1929946,-0.7978557,4.6213884,-3.6987505,-4.220857,-1.2879403,0.6247773,0.19717468,-0.98672926,-1.334681,1.4357724,4.305076,-3.5443876,-1.2882855,0.36549526
Ar,-0.002315439,0.083229914,-0.016815742,-0.03475642,-0.027093584,-0.016529225,0.18910412,-0.09952818,0.02075849,0.017411238,-0.009319001,0.054317504,-0.1515046,-0.060780793,0.13403326,-0.074076556,-0.022076529,-0.10288972,0.22449948,-0.23714069,0.036858592,-0.15811393,0.18780717,0.12769948,-0.017188534,0.07338987,0.11592497,-0.037934758,0.051746685,-0.21258238,0.12652522,-0.11649053,0.05093151,0.044862453,-0.30556282,-0.10070485,-0.042604532,-0.017908204,-0.049671862,-0.051559225,0.015400639,-0.09248964,-0.04710248,-0.23110348,-0.0975865,0.08023735,0.12865245,-0.045366175,-0.08345492,-0.03205376,-0.048915215,0.044612374,-0.1349282,0.079923674,0.12864192,0.057871755,0.06389716,0.16259402,-0.07235012,0.034290403,0.043764036,-0.035707913,0.0707995,-0.054404877,0.078175984,-0.20485309,-0.19956575,-0.12683648,0.13672675,0.003329938,-0.13930714,-0.04058618,0.036791798,-0.052667893,-0.14041837,-0.0801755,0.14227007,0.14770477,0.07246078,-0.14136167,0.061237797,0.038493846,0.0112257,0.15722662,-0.16914521,-0.039658338,0.029419461,-0.04231265,0.0770867,-0.13022533,0.0154596,-0.07399259,0.05420358,-0.025114316,0.081900045,-0.12430942,0.04284716,0.06524182,-0.037648555,-0.22796021,-0.038655046,-0.10886291,0.004574493,-0.05354142,-0.04766653,0.04604492,-0.008076294,0.0920999,0.06989797,-0.055637583,0.03803615,0.050804537,0.07260768,0.10427925,0.002576728,0.08612565,-0.2488384,0.15298766,-0.024892073,0.034713473,-0.15306965,-0.012031117,0.08292353,0.06800881,-0.039463393,-0.002674437,-0.033036508,-0.08653054,-0.17668352,-0.16245234,-0.019680182,0.10094838,0.13236754,0.009049639,-0.074532166,0.08158708,-0.049357098,0.06441345,0.10563934,-0.052019756,0.050001003,0.10189372,0.2196316,0.05852901,-0.1748454,0.16737372,-0.01955246,0.094436206,-0.119485416,0.061675224,0.14121102,-0.05865268,-0.17431784,0.08045823,-0.11621642,0.067782365,0.07599203,-0.05371401,0.11599928,0.019853983,-0.01210755,-0.07360691,0.10850629,0.16897999,0.08248494,-0.037677903,0.013120306,0.014565902,0.049832676,0.09961805,-0.19280818,0.046545107,-0.11997635,0.14182854,-0.0564581,-0.14181216,-0.09532592,-0.18781257,-0.12225392,-0.03731549,0.32088143,-0.15355481,0.102060385,0.10147198,0.1302025,-0.13486964,-0.044153422,-0.1456073,-0.24342357,0.17330849,-0.101911075,-0.07831256,0.16100484,0.124575764,0.042058066,0.15979554,0.06937167,-0.091321774,-0.05016105,0.16010678
K,-4.9147525,3.4378722,-2.1777856,-0.55309886,-2.8390186,-0.8004304,5.812282,3.230062,-1.5837709,3.2244945,0.26901177,-6.0398,-5.5736113,-3.7495718,1.1821426,0.61885375,2.5179381,-3.2690089,-3.7825694,-0.22530773,5.64761,1.3793964,1.4985274,-4.031885,3.1798658,1.6340921,2.18691,0.6155494,2.1510859,-6.4559345,1.5269424,-4.9096065,1.9122919,-3.6892447,1.9919022,1.369785,4.295211,0.8672664,-1.9699019,0.03816039,-2.792147,4.19388,3.8825324,-2.3506029,-1.2352037,5.93689,-4.5967546,-1.69346,-0.57774055,1.6509732,1.9869885,3.8874304,-1.7117665,4.805966,-1.4327544,-2.1206033,4.064505,-0.13899137,3.022732,-0.66410065,-1.267449,1.2082535,1.9627471,-3.885996,1.1101792,-4.2642426,-4.9316926,4.9894586,-1.698801,3.3009057,2.4116638,-6.0856557,-0.68653715,-1.509014,-2.1212356,-1.4111462,1.2982694,-0.009169402,-8.042501,0.1935958,3.06038,-4.7759223,-0.0975791,-1.4260812,-2.786171,-0.89488477,-1.6816032,1.6211915,3.7192445,-0.18747382,1.4273801,1.4521348,2.3250725,-5.7364683,1.7724458,-3.0216982,-7.6374927,-0.10007202,-2.9186287,0.24994017,-2.0913332,-4.2971563,-2.2772973,-0.16432756,-2.2828107,-1.9534345,-1.9703338,-4.8528376,-4.563986,-1.2207565,-1.9758016,0.8966312,-1.3713857,-3.455844,-2.843859,0.052280758,2.079309,2.2052257,0.5221155,2.4013896,-0.082668774,-2.3852406,-2.748841,-2.4714057,-2.2880867,-1.565661,1.7421627,4.503086,-5.1591086,-2.419397,-0.8778167,3.457219,-0.5387569,0.72468853,1.0693246,2.1853657,5.007478,-0.7490215,0.20289874,1.1021383,0.2226427,3.9482224,-2.8453338,-2.8241544,-1.2602634,1.7561556,-6.3699627,-6.44618,-5.9948964,1.5899698,3.4438272,-0.2008934,-3.97014,-3.8945532,-2.4525747,-1.4523907,-1.3351074,0.93828386,-2.6257548,4.259241,0.026294133,-1.8411144,3.931846,-1.8798996,-2.1200469,7.0286956,-0.15546033,-2.610166,-2.5780468,-5.0732274,-4.041255,2.4181452,0.15818034,3.7037895,1.1980896,1.337895,4.5402603,4.3831434,-3.887487,2.6186604,3.9974644,5.0770454,-2.5553463,2.0477467,0.46817905,-2.7254045,-0.36941338,5.53262,-2.4875014,-4.5617375,2.2512,-4.493552,2.5344794,1.1460211,-0.365282,4.8769,4.9032245,-5.097185,-3.3105218,2.0202296
Ca,-3.8257227,1.1227736,-0.98232836,7.181336,-5.334806,0.2665395,3.2179387,5.2307177,-10.267279,0.91626346,-0.17438698,-6.803851,0.33368328,0.1967777,1.7191733,-6.611086,2.9239457,-2.7384202,-1.4874617,0.65104556,6.9990745,-2.8628142,0.02225757,5.083039,-1.2900333,0.3610231,0.108758196,6.725119,-3.4889524,-7.688419,5.0625024,-2.105883,-0.12351288,0.55720174,-1.4931016,2.257406,3.128094,-1.1041608,-1.2949278,-2.060159,-2.1933675,2.8253264,2.8741872,-0.4692313,-0.4242038,4.632264,-5.847788,-1.1519393,0.34618595,2.1396422,-1.9127707,3.231842,-1.2661355,4.485851,-4.03445,-1.0458577,1.2319969,0.9721196,1.0371443,-0.52079135,-2.8056045,-0.6586301,3.5729477,0.8578599,2.1008122,-4.7361655,-5.2659974,-0.79135454,-2.3137121,2.0748093,2.9545155,-5.082211,0.23905997,-4.8797965,0.30015388,-0.744003,0.03174207,4.4965634,-2.896276,0.58975816,-1.0639545,-1.2971447,-6.007481,-0.5735975,-4.6728563,-0.43158552,0.9040535,1.5682995,7.5241647,-1.7768177,0.33434734,0.5805927,1.6689163,-5.223745,3.7793043,-4.1791177,-3.1872804,-1.4524785,-1.048995,-2.19555,-2.7057285,-5.899731,-1.9668236,0.2979291,1.2586913,4.6485724,-6.7715626,-3.2115307,-2.219142,-0.6449538,-1.1427536,3.9119165,-4.2557473,-0.059672587,-1.7189752,5.263259,0.96491075,3.134031,-1.7029735,2.8554556,-2.5240066,-3.961951,0.22223324,-4.8376455,-2.1305468,-3.9808009,2.3506656,3.428133,-3.1555085,-1.0015566,1.138425,-1.2524304,-1.3834968,-0.458,-0.65260035,-0.48976776,5.6956797,-0.78096914,3.1415505,0.48105162,-1.0993207,2.2402673,-2.8591046,2.118825,-3.457025,2.4484382,1.1057335,-1.2937884,-2.2145128,0.56722623,2.4655921,-0.4107282,2.3178282,-2.8061996,-1.4531811,-2.2523496,1.4731681,0.14594555,-0.973441,4.088561,3.5451214,0.8317339,4.1788025,0.56829095,-1.6396391,0.70965075,-1.2671264,-0.9644099,-0.999275,-5.2842574,1.7361678,-2.4488196,4.855493,5.978395,-1.2096013,-0.54480875,2.377876,-1.6251268,3.7729805,0.7201555,7.3160653,1.9579488,-1.7761004,-3.3695145,1.2456837,-1.9410971,0.49909627,7.2948446,0.73495144,-1.6190826,-0.7208042,-3.0389721,2.0293648,0.31052962,2.1301038,5.628292,3.871202,-3.1239152,-2.9299693,4.409609
Sc,0.21217218,3.1651285,0.37798798,2.1359184,-2.6648803,-2.913612,2.8341248,0.8847597,-3.4972572,1.2647707,0.990772,-3.1845608,-3.2523396,1.5831988,1.0846684,0.6155234,-1.6765645,-4.7349505,-5.6958685,0.9841325,5.005288,1.0824963,0.16505913,0.47876084,1.7566215,-1.1552088,3.258698,1.9840047,-1.498024,-2.2704825,1.5063577,-0.5381644,3.693052,-1.4820676,0.5955431,0.7053745,2.3928416,-1.0226371,0.28528252,-0.5292213,-3.2550194,-0.9516792,3.4515615,-2.3639505,0.8165746,2.577706,0.82404494,-3.8898525,0.58355236,0.11912011,-0.46302074,1.4053618,-0.91071606,1.5148218,-3.057082,-2.6319299,-0.03183022,0.21171,0.06895717,0.9564819,-0.891917,-1.2308569,-0.8786395,0.5171665,2.5033627,-0.7230057,-1.2964158,3.2490675,-0.21894923,2.0267818,-0.040348556,-4.731642,-2.4226875,-1.0649287,-0.62585557,-2.8227217,-1.6511201,-1.0798259,-3.4435418,0.8666597,-0.25156567,-1.6670398,-3.4610837,1.3972337,-2.7172256,-0.3411011,0.5838544,-1.6653281,5.6822376,0.39264753,0.941891,0.012339656,-0.12791984,-3.8607428,4.138719,-2.7953143,-3.2417529,-1.3772845,-1.2740251,-1.532353,-5.232413,-3.3894703,-2.0270703,-1.4271805,-1.3025491,1.2900984,-3.482566,-3.9964669,-0.089495316,-1.6031835,-2.7354724,1.6811014,-2.3548143,-2.987026,-2.1329846,0.8300081,3.5688791,-0.62561685,-1.0598001,3.8816948,-1.3269813,-1.4851505,0.8644611,-1.7641203,1.4932567,-0.3841585,0.7285024,3.6614273,-1.3564502,-2.563315,-0.6777669,-0.6439963,-2.540581,-0.7582554,0.1680872,1.80738,1.9173582,-0.72108436,3.6945643,-0.8366586,2.156359,-0.5187794,-0.579715,-2.3088617,2.7412694,1.9556406,-1.5979705,-1.4483362,-2.1553001,0.29004118,0.5292123,0.64462763,-1.6280695,-1.1931075,-0.44491413,-1.0784409,1.6978006,-0.33720678,-2.4721134,2.9313612,2.2321885,1.3575053,5.9363303,0.5282458,-2.0390575,3.2135568,-0.39839825,0.20209253,-0.73851043,-2.5956004,2.4088943,-0.9349897,-2.6681983,3.8666973,1.0360746,-0.9874986,2.9460843,0.86796504,-1.1344734,-0.12460557,1.6628499,3.9527066,-1.7818791,1.0755148,1.4806569,-1.3075963,-1.8720163,3.4160686,-2.287086,-2.317123,-1.0997852,-2.319975,-1.4292679,2.0879185,1.161904,1.4421456,4.096249,-4.0836616,-1.013501,4.9055786
